VIN,Vehicle SKU,SKU Description,Veh Production Date,Vehicle Dispatch Date,Sold to Dealer ID,DEALERNAME,CITY,DISTRICT,STATE1,CIRCLE,Latest battery replace Date,Latest Battery ,Flag,Replaced Count,Replaced Batteries,BIN CC,BIN Capacity,BIN BMS Supplier,BIN BMS Mfgr,BIN Cell part no,BIN Battery Config,BIN Pack Supplier,BINARY Data,BIN Mfg Date,BIN Assly Line,BIN Rev,Latest BIN Rev,Org BIN Age when Replaced,JC Date Org BIN Replaced,KMS Org BIN Replaced,JC Date Latest BIN Replaced,KMS L BIN Fitted,Charge Cycles Org BIN,Corrected BAL BIN,Mfg BIN (Chassis Master),Combine Barcode,EOL Date (Exit time),Cell supplier,Org,Corrected
MD2B35300RCE48241,00GL429V,CHETAK 2433 PREMIUM,05-08-2024,06-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,Org batt,60523103102E7,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,60523103102E7,60523103102E7,35EVA21ECEV0Z20C2COM030824184406,03-08-2024,EVA,13,13
MD2B35307RCE48382,00GL429V,CHETAK 2433 PREMIUM,05-08-2024,23-08-2024,10447C,RAMANI MOTORS(10447C),Gondia,Gondia,Maharashtra,West,Org batt,00060523102102E8,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,60523102102E8,00060523102102E8,#N/A,#N/A,#N/A,16,13
MD2B35305RCE50051,00GL429S,CHETAK 2433 PREMIUM,05-08-2024,20-08-2024,13282,SARATHY BIKES PVT LTD(13282),Kollam,Kollam,Kerala,South,Org batt,00060523104101E8,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,60523104101E8,00060523104101E8,#N/A,#N/A,#N/A,16,13
MD2B35300RCE48529,00GL429U,CHETAK 2433 PREMIUM,05-08-2024,12-09-2024,13706,D.N.V. Agency (13706),Dharmapuri,0,Tamil Nadu,South,Org batt,00060523104101E9,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,60523104101E9,00060523104101E9,35EVA21ECEV0Z21C2COM040824120836,04-08-2024,EVA,16,13
MD2B35308RCD43205,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,30-08-2024,13562,SHIRODE AUTOMOBILES PVT LTD (13562),Kopergaon,Ahmednagar,Maharashtra,West,Org batt,0006052310110100,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110100,35EVA28CCEV1Z21C2COM010824073717,01-08-2024,EVA,16,13
MD2B3530XRCD43206,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,12-08-2024,13282,SARATHY BIKES PVT LTD(13282),Kollam,Kollam,Kerala,South,Org batt,6.05231E+12,Refurb-No Repl BIN,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,323,20-06-2025,7786,20-06-2025,7786,156,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35306RCD43204,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,06-09-2024,10937C,SRE SAKTHI CARE(10937C),Erode,Erode,Tamil Nadu,South,Org batt,0006052310110103,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110103,35EVA28CCEV1Z21C2COM010824073411,01-08-2024,EVA,16,13
MD2B3530XRCD43190,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,02-09-2024,13161,SRI VINAYAKA MOBIKES PRIVATE LIMITED(13161),HYDERABAD,Hyderabad,Telangana,South,Org batt,0006052310110122,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110122,35EVA28CCEV1Z22C2COM010824083816,01-08-2024,EVA,16,13
MD2B35309RCD43195,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,06-09-2024,12802C,LINGAM AUTOMOBILES(12802C),PERAMBALUR,Tiruchirappalli,Tamil Nadu,South,Org batt,0006052310110131,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110131,35EVA28CCEV1Z21C2COM010824085007,01-08-2024,EVA,16,13
MD2B35309RCD43178,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,13-09-2024,13504,ROYAL MOTORS (13504),Kottayam,Kottayam,Kerala,South,Org batt,0006052310110132,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110132,35EVA28CCEV1Z21C2COM010824084528,01-08-2024,EVA,16,13
MD2B35300RCD43179,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,06-09-2024,12802C,LINGAM AUTOMOBILES(12802C),PERAMBALUR,Tiruchirappalli,Tamil Nadu,South,Org batt,0006052310110138,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110138,35EVA28CCEV1Z21C2COM010824084421,01-08-2024,EVA,16,13
MD2B3530XRCE48747,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,06-09-2024,12802C,LINGAM AUTOMOBILES(12802C),PERAMBALUR,Tiruchirappalli,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA28CCEV1Z21C2COM010824091914,01-08-2024,EVA,13,13
MD2B35308RCE48746,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,05-08-2024,13458,JAI AUTOS(13458),CHENNAI,Chennai,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA28CCEV1Z21C2COM010824090734,01-08-2024,EVA,13,13
MD2B35308RCE48682,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,26-08-2024,13653,Vijayaganapathi Automotives(13653),Nizamabad,Nizamabad,Telangana,South,Org batt,0006052310110160,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110160,35EVA28CCEV1Z21C2COM010824094748,01-08-2024,EVA,16,13
MD2B35306RCE48681,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,26-08-2024,13078,M/s Khivraj Motors(13078),BENGALURU,NULL,Karnataka,South,Org batt,0006052310110161,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110161,35EVA28CCEV1Z21C2COM010824095751,01-08-2024,EVA,16,13
MD2B35300RCD43201,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,12-09-2024,13704,Gounder Auto Centre (13704),Namakkal,Salem,Tamil Nadu,South,29-03-2025,006531891122D000,Refurbished,2,006531891122D000|6052310110168,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,200,17-02-2025,7916,09-08-2025,19769,158,6.05231E+12,0006052310110168,35EVA28CCEV1Z21C2COM010824093436,01-08-2024,EVA,16,13
MD2B3530XRCE48750,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,10-08-2024,13231,KVR MOTORS(13231),KOZHIKODE,Dharwar,Kerala,South,Org batt,0006052310110176,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110176,#N/A,#N/A,#N/A,16,13
MD2B35300RCD43182,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,01-09-2024,12786C,Sita Rama Motors (12786C),Rayagada,Rayagada,Odisha,East,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA28CCEV1Z21C2COM010824110202,01-08-2024,EVA,13,13
MD2B35305RCD43162,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,16-08-2024,10290C,RAJENDRA MOTORS(10290C),Godhra,Panchmahal,Gujarat,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA28CCEV1Z21C2COM010824102504,01-08-2024,EVA,13,13
MD2B35308RCD43169,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,06-09-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310110200,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110200,#N/A,#N/A,#N/A,16,13
MD2B35306RCD43168,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,14-08-2024,13364,AAKASH AUTOMOBILES PRIVATE LIMITED(13364),Pondicherry,Pondicherry,Pondicherry,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35306RCE48373,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,12-08-2024,13464,KVR AUTOMOBILES PVT LTD(13464),Perinthalmanna,Malapuram,Kerala,South,09-10-2024,0006052310210000,Refurbished,1,0006052310210000,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,60523102100E2,00060523102100E2,35EVA21ECEV1Z21C2COM020824073144,02-08-2024,EVA,16,13
MD2B35301RCE48698,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,30-08-2024,13518,OM ADVANCE AUTOMOBILES PVT LTD (13518),Bhopal,Bhopal,Madhya Pradesh,West,Org batt,0006052310210102,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210102,35EVA21ECEV1Z21C2COM020824083557,02-08-2024,EVA,16,13
MD2B35302RCE48564,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,24-08-2024,10569C,K V R VEHICLES(10569C),Kannur,Kannur,Kerala,South,Org batt,0006052310210103,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210103,35EVA21ECEV1Z20C2COM020824082114,02-08-2024,EVA,16,13
MD2B35309RCE48612,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,13-09-2024,11207C,SARATHY MOTORS(11207C),QUILON,Kollam,Kerala,South,Org batt,0006052310210104,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210104,35EVA21ECEV1Z20C2COM020824082325,02-08-2024,EVA,16,13
MD2B35305RCE48557,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,16-08-2024,11601C,MADAAN MOTORS(11601C),Gurdaspur,Amritsar,Punjab,North,Org batt,0006052310210106,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210106,35EVA21ECEV1Z20C2COM020824083814,02-08-2024,EVA,16,13
MD2B35304RCE48386,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,29-08-2024,13200,PATNI AUTOMOBILES(13200),Nagpur,0,Maharashtra,West,Org batt,0006052310210110,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210110,35EVA21ECEV1Z20C2COM020824081629,02-08-2024,EVA,16,13
MD2B35305RCE48378,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,12-08-2024,13464,KVR AUTOMOBILES PVT LTD(13464),Perinthalmanna,Malapuram,Kerala,South,Org batt,0006052310210119,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210119,35EVA21ECEV1Z20C2COM020824085832,02-08-2024,EVA,16,13
MD2B35308RCE48388,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,12-09-2024,13704,Gounder Auto Centre (13704),Namakkal,Salem,Tamil Nadu,South,Org batt,0006052310210120,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210120,35EVA21ECEV1Z21C2COM020824084150,02-08-2024,EVA,16,13
MD2B35308RCE48620,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,23-08-2024,10447C,RAMANI MOTORS(10447C),Gondia,Gondia,Maharashtra,West,Org batt,0006052310210126,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210126,35EVA21ECEV1Z20C2COM020824082609,02-08-2024,EVA,16,13
MD2B35304RCE48372,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,23-08-2024,12782C,SK AUTOMOBILES(12782C),Nagaon,Nagaon,Assam,East,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35309RCE48562,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,31-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310210132,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210132,35EVA21ECEV1Z20C2COM020824090705,02-08-2024,EVA,16,13
MD2B35307RCE48561,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,02-09-2024,13161,SRI VINAYAKA MOBIKES PRIVATE LIMITED(13161),HYDERABAD,Hyderabad,Telangana,South,Org batt,0006052310210136,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210136,35EVA21ECEV1Z21C2COM020824091704,02-08-2024,EVA,16,13
MD2B35309RCE48609,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,14-08-2024,13322,ATHEN AUTOMOBILES(13322),Nagercoil,Kanyakumari,Tamil Nadu,South,Org batt,0006052310210137,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210137,35EVA21ECEV1Z20C2COM020824091447,02-08-2024,EVA,16,13
MD2B35307RCE48611,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310210138,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210138,35EVA21ECEV1Z21C2COM020824090808,02-08-2024,EVA,16,13
MD2B35306RCE48356,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,09-08-2024,13706,D.N.V. Agency (13706),Dharmapuri,0,Tamil Nadu,South,Org batt,0006052310210142,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210142,35EVA21ECEV1Z21C2COM020824091948,02-08-2024,EVA,16,13
MD2B3530XRCE48554,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,01-09-2024,12786C,Sita Rama Motors (12786C),Rayagada,Rayagada,Odisha,East,Org batt,0006052310210143,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210143,35EVA21ECEV1Z21C2COM020824093504,02-08-2024,EVA,16,13
MD2B35306RCE48616,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,30-08-2024,13202,SUPREME AUTO DEALERS PVT LTD(13202),Mangalore,0,Karnataka,South,Org batt,0006052310210144,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210144,35EVA21ECEV1Z21C2COM020824093746,02-08-2024,EVA,16,13
MD2B35305RCE48560,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,24-08-2024,10569C,K V R VEHICLES(10569C),Kannur,Kannur,Kerala,South,02-01-2025,0006052317810277,Refurbished,2,0006052317810277|605230C810015,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,127,07-12-2024,8,07-12-2024,8,0,6.05231E+12,0006052310210146,35EVA21ECEV1Z20C2COM020824092504,02-08-2024,EVA,16,13
MD2B35301RCE48555,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,29-08-2024,13557,ASHOK AUTOTECH PVT LTD (13557),Buldhana,Buldhana,Maharashtra,West,Org batt,0006052310210150,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210150,35EVA21ECEV1Z21C2COM020824091222,02-08-2024,EVA,16,13
MD2B35300RCE48577,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,12-08-2024,13282,SARATHY BIKES PVT LTD(13282),Kollam,Kollam,Kerala,South,Org batt,0006052310210152,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210152,35EVA21ECEV1Z21C2COM020824100017,02-08-2024,EVA,16,13
MD2B35307RCE48575,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,08-09-2024,13207C,KORIYA AUTO SALES PRIVATE LIMITED (13207C),BAIKUNTHPUR,Koriya,Chattisgarh,West,Org batt,0006052310210153,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210153,35EVA21ECEV1Z20C2COM020824093924,02-08-2024,EVA,16,13
MD2B3530XRCE48571,00GL429U,CHETAK 2433 PREMIUM,03-08-2024,23-08-2024,12782C,SK AUTOMOBILES(12782C),Nagaon,Nagaon,Assam,East,Org batt,0006052310210156,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210156,35EVA21ECEV1Z21C2COM020824100701,02-08-2024,EVA,16,13
MD2B35307RCE48625,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310210164,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210164,35EVA21ECEV1Z20C2COM020824102435,02-08-2024,EVA,16,13
MD2B35303RCE48623,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,20-08-2024,13282,SARATHY BIKES PVT LTD(13282),Kollam,Kollam,Kerala,South,Org batt,0006052310210169,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210169,35EVA21ECEV1Z21C2COM020824095558,02-08-2024,EVA,16,13
MD2B35300RCE48627,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,24-08-2024,13582,VKG BAJAJ(13582),Gulbarga,Gulbarga,Karnataka,South,31-07-2025,0006052326D1000F,Refurbished,3,6052310210173|0006052326D1000F|6052313810160,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,57,28-09-2024,100,17-04-2025,7851,2,6.05231E+12,0006052310210173,35EVA28CCEV1Z21C2COM010824085600,02-08-2024,EVA,16,13
MD2B35304RCE48632,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,22-08-2024,13684,KVR Vehicles (13684),Kannur,Kannur,Kerala,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM020824104134,02-08-2024,EVA,13,13
MD2B35302RCE48628,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310210181,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210181,35EVA21ECEV1Z20C2COM020824094608,02-08-2024,EVA,16,13
MD2B3530XRCE48621,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,15-09-2024,13036C,ATIKSH BAJAJ(13036C),HAZARIBAGH,Hazaribag,Jharkhand,East,Org batt,0006052310210198,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210198,35EVA21ECEV1Z21C2COM020824104447,02-08-2024,EVA,16,13
MD2B3530XRCE48649,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,24-10-2024,0006052310210200,Refurbished,1,0006052310210200,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,60523102102E2,00060523102102E2,#N/A,#N/A,#N/A,16,13
MD2B35307RCE48334,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,07-09-2024,13056C,SIDDHI AUTO (13056C),Satana,Nashik,Maharashtra,West,Org batt,0006052310210213,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210213,35EVA21ECEV1Z21C2COM020824140821,02-08-2024,EVA,16,13
MD2B35302RCE48337,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,04-09-2024,13201,PAGARIYA AUTO CENTRE(13201),CHHATRAPATI SAMBHAJINAGAR,0,Maharashtra,West,Org batt,0006052310210221,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210221,35EVA21ECEV1Z21C2COM020824141014,02-08-2024,EVA,16,13
MD2B35306RCE48342,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,23-08-2024,10447C,RAMANI MOTORS(10447C),Gondia,Gondia,Maharashtra,West,Org batt,0006052310210231,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210231,35EVA21ECEV0Z21C2COM020824135912,02-08-2024,EVA,16,13
MD2B35305RCE48669,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,24-08-2024,10196C,KVRMOTORS(10196C),KOZHIKODE,Kozhikode,Kerala,South,Org batt,0006052310210287,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210287,35EVA21ECEV0Z20C2COM020824173733,02-08-2024,EVA,16,13
MD2B35306RCE48664,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,10-09-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,0006052310210300,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210300,#N/A,#N/A,#N/A,16,13
MD2B35300RCE48661,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,12-08-2024,13431,VENKATESH MOTORS(13431),Nanded,Nanded,Maharashtra,West,Org batt,0006052310210301,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210301,35EVA28CCEV1Z20C2COM020824194737,02-08-2024,EVA,16,13
MD2B35306RCE48650,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,14-08-2024,13322,ATHEN AUTOMOBILES(13322),Nagercoil,Kanyakumari,Tamil Nadu,South,Org batt,0006052310210302,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210302,35EVA21ECEV0Z21C2COM020824172523,02-08-2024,EVA,16,13
MD2B35308RCE48651,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,10-08-2024,13143C,AADHITHEYA BIKES(13143C),Tirupur,Erode,Tamil Nadu,South,Org batt,0006052310210303,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210303,35EVA21ECEV0Z21C2COM020824171703,02-08-2024,EVA,16,13
MD2B35306RCE48678,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310210316,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210316,35EVA28CCEV1Z21C2COM020824195519,02-08-2024,EVA,16,13
MD2B35309RCE48660,00GL429V,CHETAK 2433 PREMIUM,03-08-2024,31-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310210338,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210338,#N/A,#N/A,#N/A,16,13
