VIN,Vehicle SKU,SKU Description,Veh Production Date,Vehicle Dispatch Date,Sold to Dealer ID,DEALERNAME,CITY,DISTRICT,STATE1,CIRCLE,Latest battery replace Date,Latest Battery ,Flag,Replaced Count,Replaced Batteries,BIN CC,BIN Capacity,BIN BMS Supplier,BIN BMS Mfgr,BIN Cell part no,BIN Battery Config,BIN Pack Supplier,BINARY Data,BIN Mfg Date,BIN Assly Line,BIN Rev,Latest BIN Rev,Org BIN Age when Replaced,JC Date Org BIN Replaced,KMS Org BIN Replaced,JC Date Latest BIN Replaced,KMS L BIN Fitted,Charge Cycles Org BIN,Corrected BAL BIN,Mfg BIN (Chassis Master),Combine Barcode,EOL Date (Exit time),Cell supplier,Org,Corrected
MD2B35302RCE49567,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,19-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,06-04-2025,0605231081000000,Refurbished,1,0605231081000000,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,60523108100E4,00060523108100E4,35EVA27ECEVOZ21C2COM070824233414,08-08-2024,EVA,16,13
MD2B35304RCE49585,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,00060523108101E7,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,60523108101E7,00060523108101E7,#N/A,#N/A,#N/A,16,13
MD2B35307RCE49175,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,00060523108101E8,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,60523108101E8,00060523108101E8,35EVA27ECEVOZ20C2COM080824115720,08-08-2024,EVA,16,13
MD2B35301RCE48653,00GL429V,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA28CCEV1Z21C2COM020824225605,03-08-2024,EVA,13,13
MD2B35307RCE48544,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,14-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,04-08-2025,0065318B11449000,Refurbished,2,0065318B11449000|6052310410057,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,166,17-01-2025,1142,17-01-2025,1142,23,6.05231E+12,6.05231E+12,35EVA21ECEV0Z20C2COM030824215908,04-08-2024,EVA,13,13
MD2B35303RCE48251,00GL429V,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,13322,ATHEN AUTOMOBILES(13322),Nagercoil,Kanyakumari,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA24CCEV1Z20C2COM030824205036,04-08-2024,EVA,13,13
MD2B35303RCE48282,00GL429V,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,13622,J.C.Motoplex(13622),Pune,Pune,Maharashtra,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV0Z21C2COM040824083938,04-08-2024,EVA,13,13
MD2B35305RCE49269,00GL429V,CHETAK 2433 PREMIUM,09-08-2024,07-09-2024,10473C,SURYODAY MOTORS(10473C),Mumbai,Thane,Maharashtra,West,Org batt,0006052310410216,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310410216,35EVA21ECEV0Z21C2COM040824130849,04-08-2024,EVA,16,13
MD2B35303RCE49237,00GL429V,CHETAK 2433 PREMIUM,09-08-2024,22-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310510060,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,05-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310510060,35EVA21ECEV0Z21C2COM040824144650,05-08-2024,EVA,16,13
MD2B35306RCE48485,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,30-08-2024,13202,SUPREME AUTO DEALERS PVT LTD(13202),Mangalore,0,Karnataka,South,04-01-2025,0006052318110136,Refurbished,1,0006052318110136,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,05-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310510176,35EVA27ECEV0Z21C2COM050824124038,05-08-2024,EVA,16,13
MD2B35307RCE49371,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,22-08-2024,13455,SRI RAM ENTERPRISES(13455),Chittor,Chittoor,Andhra Pradesh,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM060824144851,06-08-2024,EVA,13,13
MD2B35303RCE49609,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,28-08-2024,13607,Kamal Motors(13607),Baramati,Pune,Maharashtra,West,Org batt,0006052310610318,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610318,#N/A,#N/A,#N/A,16,13
MD2B35309RCE49601,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,14-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,Org batt,6.05231E+12,Refurb-No Repl BIN,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,307,09-06-2025,13852,09-06-2025,13852,277,6.05231E+12,0006052310610322,35EVA21ECEV1Z21C2COM060824135256,06-08-2024,EVA,16,13
MD2B35305RCE49613,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,10057C,JAIKRISHNAA AUTO PVT LTD(10057C),Coimbatore,Coimbatore,Tamil Nadu,South,Org batt,0006052310610327,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610327,35EVA27ECEV0Z21C2COM060824110109,06-08-2024,EVA,16,13
MD2B35303RCE49612,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,25-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,0006052310610330,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610330,#N/A,#N/A,#N/A,16,13
MD2B35300RCE49471,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,22-08-2024,13232,CRYSTAL TRADELINKS(13232),MAPUSA,North Goa,Goa,South,Org batt,0006052310610389,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610389,35EVA21ECEV1Z21C2COM060824184715,06-08-2024,EVA,16,13
MD2B35305RCE49451,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,26-08-2024,13559,KRISHNAA AUTOS(13559),Trichy,Tiruchirappalli,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35300RCE49499,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,09-08-2024,12715C,Maitree Auto Care (12715C),Jagatsinghpur,Jagatsinghapur,Odisha,East,Org batt,0006052310710048,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710048,#N/A,#N/A,#N/A,16,13
MD2B35302RCE49472,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,31-08-2024,12873C,CHETAK MOTORS (12873C),THIRUVALLA,Pathanamthitta,Kerala,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM060824214519,07-08-2024,EVA,13,13
MD2B35309RCE49467,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,26-08-2024,13078,M/s Khivraj Motors(13078),BENGALURU,NULL,Karnataka,South,Org batt,0006052310710061,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710061,#N/A,#N/A,#N/A,16,13
MD2B35304RCE49599,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,13-09-2024,13504,ROYAL MOTORS (13504),Kottayam,Kottayam,Kerala,South,Org batt,0006052310710073,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710073,35EVA21ECEV1Z21C2COM060824211926,07-08-2024,EVA,16,13
MD2B35303RCE49495,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,28-08-2024,11112C,AKASH AUTOMOBILES PVT LTD(11112C),Villupuram,VILLUPURAM,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM070824074031,07-08-2024,EVA,13,13
MD2B35305RCE49501,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,10196C,KVRMOTORS(10196C),KOZHIKODE,Kozhikode,Kerala,South,Org batt,0006052310710141,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710141,35EVA21ECEV1Z21C2COM070824071919,07-08-2024,EVA,16,13
MD2B35307RCE49600,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,17-08-2024,11707C,DNVMotorr(11707C),Tirupattur,Vellore,Tamil Nadu,South,09-12-2024,000605230DB10042,Refurbished,1,000605230DB10042,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710169,#N/A,#N/A,#N/A,16,13
MD2B35306RCE49510,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,06-09-2024,12802C,LINGAM AUTOMOBILES(12802C),PERAMBALUR,Tiruchirappalli,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM070824083334,07-08-2024,EVA,13,13
MD2B35303RCE49500,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,28-08-2024,11794C,BADSHAH  BAJAJ (11794C),Ichalkaranji,Kolhapur,Maharashtra,West,Org batt,0006052310710198,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710198,35EVA27ECEVOZ21C2COM070824083715,07-08-2024,EVA,16,13
MD2B3530XRCE49610,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,14-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,Org batt,0006052310710215,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710215,35EVA27ECEVOZ21C2COM070824105723,07-08-2024,EVA,16,13
MD2B35305RCE49479,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310710256,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710256,35EVA27ECEVOZ21C2COM070824141938,07-08-2024,EVA,16,13
MD2B3530XRCE49641,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,26-08-2024,13653,Vijayaganapathi Automotives(13653),Nizamabad,Nizamabad,Telangana,South,Org batt,0006052310710277,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710277,35EVA27ECEVOZ21C2COM070824144821,07-08-2024,EVA,16,13
MD2B35301RCE49642,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,20-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,0006052310710300,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710300,35EVA27ECEVOZ21C2COM070824175725,07-08-2024,EVA,16,13
MD2B35308RCE49640,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,17-08-2024,11707C,DNVMotorr(11707C),Tirupattur,Vellore,Tamil Nadu,South,Org batt,0006052310810056,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810056,#N/A,#N/A,#N/A,16,13
MD2B35307RCE49502,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,25-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310810063,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810063,#N/A,#N/A,#N/A,16,13
MD2B35302RCE49505,00GL429S,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,13406,SHISA AUTO(13406),VADODARA,Krishna,Gujarat,West,Org batt,0006052310810089,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810089,35EVA27ECEVOZ21C2COM070824222819,08-08-2024,EVA,16,13
MD2B3530XRCE49638,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,03-09-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,0006052310810215,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810215,#N/A,#N/A,#N/A,16,13
MD2B35306RCE49636,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,10057C,JAIKRISHNAA AUTO PVT LTD(10057C),Coimbatore,Coimbatore,Tamil Nadu,South,Org batt,0006052310810216,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810216,#N/A,#N/A,#N/A,16,13
MD2B35306RCE49622,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,31-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310810221,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810221,35EVA27ECEVOZ21C2COM080824101315,08-08-2024,EVA,16,13
MD2B35304RCE49621,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,31-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310810224,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810224,35EVA27ECEVOZ21C2COM080824121736,08-08-2024,EVA,16,13
MD2B35301RCE49625,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,0006052310810230,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810230,#N/A,#N/A,#N/A,16,13
MD2B35307RCE49628,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,25-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,0006052310810232,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810232,35EVA27ECEVOZ21C2COM080824121011,08-08-2024,EVA,16,13
MD2B35309RCE49632,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,13322,ATHEN AUTOMOBILES(13322),Nagercoil,Kanyakumari,Tamil Nadu,South,Org batt,0006052310810248,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810248,#N/A,#N/A,#N/A,16,13
MD2B35306RCE49619,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,03-09-2024,13232,CRYSTAL TRADELINKS(13232),MAPUSA,North Goa,Goa,South,Org batt,0006052310810249,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810249,35EVA27ECEVOZ21C2COM080824140404,08-08-2024,EVA,16,13
MD2B35300RCE49633,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,13-09-2024,12066C,Bala Bajaj (12066C),Baripada,Mayurbhanj,Odisha,East,Org batt,0006052310810263,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810263,#N/A,#N/A,#N/A,16,13
MD2B3530XRCE49624,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,24-08-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,00060523108101E6,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,60523108101E6,00060523108101E6,#N/A,#N/A,#N/A,16,13
MD2B35302RCE49617,00GL429U,CHETAK 2433 PREMIUM,09-08-2024,25-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,00060523108101E9,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,60523108101E9,00060523108101E9,#N/A,#N/A,#N/A,16,13
MD2B35303RCE48752,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,27-08-2024,13920,Wasan and Sons (13920),NASHIK,Mumbai,Maharashtra,West,Org batt,0006052310110164,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,01-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310110164,35EVA28CCEV1Z21C2COM010824092746,01-08-2024,EVA,16,13
MD2B35307RCE48821,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,22-08-2024,11971C,KVR Bikes (A unit under KVR Automobiles Pvt Ltd) (11971C),Tirur,Kannur,Kerala,South,Org batt,6.05231E+12,Refurb-No Repl BIN,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,300,29-05-2025,10818,29-05-2025,10818,216,6.05231E+12,0006052310210011,35EVA21ECEV1Z21C2COM010824231538,02-08-2024,EVA,16,13
MD2B35301RCE48619,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,26-08-2024,13653,Vijayaganapathi Automotives(13653),Nizamabad,Nizamabad,Telangana,South,Org batt,0006052310210130,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210130,35EVA21ECEV1Z21C2COM020824091102,02-08-2024,EVA,16,13
MD2B35305RCE48638,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,27-08-2024,13920,Wasan and Sons (13920),NASHIK,Mumbai,Maharashtra,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM020824102253,02-08-2024,EVA,13,13
MD2B3530XRCE50062,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13231,KVR MOTORS(13231),KOZHIKODE,Dharwar,Kerala,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA28CCEV1Z20C2COM030824125648,03-08-2024,EVA,13,13
MD2B35309RCE48240,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,07-09-2024,11415C,JAISWAL MOTORS(11415C),WAIDHAN,Singrauli,Madhya Pradesh,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35308RCE48262,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,13-08-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35304RCE48274,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,04-09-2024,10804C,KAUSHAL SALES(10804C),Jhalarapatan,Jhalawar,Rajasthan,North,Org batt,0006052310410147,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310410147,35EVA21ECEV0Z21C2COM040824075129,04-08-2024,EVA,16,13
MD2B35308RCE49024,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,24-08-2024,13622,J.C.Motoplex(13622),Pune,Pune,Maharashtra,West,Org batt,0006052310410174,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310410174,35EVA21ECEV0Z21C2COM040824075317,04-08-2024,EVA,16,13
MD2B35305RCE49319,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,05-09-2024,13417,SHANMUGAM MOTORS (13417),Vellore,Vellore,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,05-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA16ECEV0Z14C2COM040824222450,05-08-2024,EVA,13,13
MD2B35302RCE48449,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,28-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,Org batt,0006052310610121,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610121,35EVA27ECEV0Z20C2COM050824220317,06-08-2024,EVA,16,13
MD2B35301RCE49415,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,29-08-2024,10031C,AKSHAYA AUTO SERVICE(10031C),Tumkur,Tumkur,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV0Z20C2COM060824094930,06-08-2024,EVA,13,13
MD2B35302RCE49410,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310610207,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610207,35EVA27ECEV0Z20C2COM060824101729,06-08-2024,EVA,16,13
MD2B35308RCE48441,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,28-08-2024,11794C,BADSHAH  BAJAJ (11794C),Ichalkaranji,Kolhapur,Maharashtra,West,Org batt,0006052310610208,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610208,35EVA27ECEV0Z21C2COM060824105740,06-08-2024,EVA,16,13
MD2B35302RCE49407,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,28-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,Org batt,0006052310610209,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610209,35EVA27ECEV0Z20C2COM060824100458,06-08-2024,EVA,16,13
MD2B3530XRCE48442,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,24-08-2024,13322,ATHEN AUTOMOBILES(13322),Nagercoil,Kanyakumari,Tamil Nadu,South,Org batt,0006052310610210,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610210,35EVA27ECEV0Z20C2COM060824102759,06-08-2024,EVA,16,13
MD2B3530XRCE49414,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310610214,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610214,#N/A,#N/A,#N/A,16,13
